Community Index,Community Size,Term,Overlap,Adjusted P-value,Category,Gene_set,P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Overlap (value)
8,484,Peroxisome (GO:0005777),38/129,2.87770151160934e-29,cellular anatomical structure,GO_Cellular_Component_2023,8.463827975321588e-31,0.0,0.0,18.187305967575025,1259.3679313950795,ABCD2;PEX11A;ECI2;MGST1;CROT;ACOXL;SCP2;MLYCD;ACAA1;ACAD11;DECR2;HAO2;GSTK1;PHYH;AOC1;EPHX2;IDH1;PIPOX;BAAT;DHRS4;ALDH3A2;FABP1;GRHPR;NUDT7;AMACR;ACOX2;ACOX1;EHHADH;PXMP2;ACOT2;ACOX3;ACOT6;PEX11G;AGXT;SLC27A2;CRAT;ACOT4;PAOX,0.29457364341085274
8,484,"Oxidoreductase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor (GO:0016616)",34/95,1.6852558263668671e-28,catalytic activity,GO_Molecular_Function_2023,6.26489154783222e-31,0.0,0.0,24.097267759562843,1675.8487420468466,H6PD;ADH1C;HPGD;ADH1B;ADH1A;HSD17B6;ADH7;HSD17B11;HSD17B7;HSD17B8;ADH5;ADH6;ADH4;AKR7A2;AKR7A3;RDH11;RDH10;LDHD;ME1;RDH16;CBR1;SDR42E1;DCXR;AKR1C1;AKR1A1;PTGR1;DHRS1;DHRS4;GRHPR;BDH2;AKR1B10;BDH1;EHHADH;CRYL1,0.35789473684210527
8,484,Fatty Acid Metabolic Process (GO:0006631),37/122,7.603102290294667e-28,cellular process,GO_Biological_Process_2023,1.5580127644046451e-30,0.0,0.0,18.92214765100671,1298.705362193691,FAAH;ABCD2;ACSM3;HPGD;MSMO1;CROT;HSD17B8;CPT2;MLYCD;ACAA1;DECR2;HAO2;ABCD1;CYP2J2;PHYH;ACBD4;ACSL1;CYP4F2;ACOT11;CYP4A11;ACSL5;CYP4B1;CYP4F11;BAAT;CYP4F12;ACOX2;ACOX1;ACOT2;CYP1A1;ACOT1;ECHDC3;CYP2E1;ACOT6;SLC27A2;CRAT;ACOT4;CES1,0.30327868852459017
8,484,Fatty Acid Beta-Oxidation (GO:0006635),23/49,4.244015593924157e-22,cellular process,GO_Biological_Process_2023,1.304512989935704e-24,0.0,0.0,37.39946604371767,2056.828980001622,GCDH;ABCD2;ACAA2;ECI2;ETFDH;CROT;ACOXL;BDH2;AMACR;ACADL;CPT2;SCP2;ACOX2;ACOX1;EHHADH;ECHDC2;ACOX3;ACAA1;ACAD11;DECR2;SLC27A2;CRAT;DECR1,0.46938775510204084
8,484,Monocarboxylic Acid Metabolic Process (GO:0032787),28/97,2.4736444693963323e-20,cellular process,GO_Biological_Process_2023,1.01378871696571e-22,0.0,0.0,17.30600050851767,876.4308560581039,ABAT;MSMO1;GLYAT;CROT;SCP2;ME1;ACAA1;DECR2;CYP2J2;ACBD4;AKR1C1;ACOT11;CYP4A11;CYP4B1;HOGA1;CYP4F11;BAAT;CYP4F12;GRHPR;BTD;AMACR;ACOT2;CYP1A1;ACOT1;ECHDC3;ACOT6;AGXT;ACOT4,0.28865979381443296
8,484,Fatty Acid Oxidation (GO:0019395),21/52,1.3985743460576785e-18,cellular process,GO_Biological_Process_2023,7.164827592508598e-21,0.0,0.0,28.50867414477809,1322.377785297249,ABCD2;PHYH;ACAA2;CYP4F2;ECI2;CROT;ADH7;ADH5;ADH4;BDH2;CPT2;SCP2;ACOX1;CYP4V2;EHHADH;ECHDC2;ACAA1;ACAD11;SLC27A2;HAO2;DECR1,0.40384615384615385
8,484,Long-Chain Fatty Acid Metabolic Process (GO:0001676),23/78,6.563095474459659e-17,cellular process,GO_Biological_Process_2023,4.034689840856348e-19,0.0,0.0,17.653441135870636,747.6971529816619,CYP2J2;FAAH;ACSL1;ELOVL2;CYP4F2;CYP4A11;ELOVL3;EPHX1;ACSL5;PTGR1;CYP4F11;CYP4F12;ACADL;CPT2;SCP2;GSTA1;ACOT2;CYP1A1;ACOT1;CYP2E1;ACAA1;SLC27A2;ACOT4,0.2948717948717949
8,484,Fatty Acid Catabolic Process (GO:0009062),20/61,1.1178566398000005e-15,cellular process,GO_Biological_Process_2023,8.017414424795084e-18,0.0,0.0,20.474137931034484,805.9627135812714,ABCD2;FAAH;PHYH;ACAA2;ECI2;CROT;MCEE;NUDT7;BDH2;ACADL;CPT2;SCP2;ACOX1;EHHADH;ECHDC2;ACAA1;ACAD11;SLC27A2;HAO2;DECR1,0.32786885245901637
8,484,Fatty Acid Beta-Oxidation Using acyl-CoA Oxidase (GO:0033540),10/11,8.251274510384662e-14,cellular process,GO_Biological_Process_2023,6.763339762610378e-16,0.0,0.0,411.7088607594937,14380.92655646782,ACOXL;AMACR;ACOX2;SCP2;ACOX1;EHHADH;ACOX3;CROT;DECR2;CRAT,0.9090909090909091
8,484,Sterol Metabolic Process (GO:0016125),18/60,2.326927906814867e-13,cellular process,GO_Biological_Process_2023,2.1457327009563323e-15,0.0,0.0,17.909871244635195,604.9111903470965,STARD3;CYP51A1;MSMO1;CYP7B1;CYP27A1;CYP39A1;SULT2B1;CYP26A1;CYP26C1;SOAT1;CYP11A1;CYP4V2;FDX1;APOF;OSBPL1A;ABCG1;SULT2A1;CES1,0.3
